para_id,sent_id,sentence,label
P000051,P000051_S000,"Beyoncé's work has influenced numerous artists including Adele, Ariana Grande, Lady Gaga, Bridgit Mendler, Rihanna, Kelly Rowland, Sam Smith, Meghan Trainor, Nicole Scherzinger, Rita Ora, Zendaya, Cheryl Cole, JoJo, Alexis Jordan, Jessica Sanchez, and Azealia Banks.",1
P000051,P000051_S001,"American indie rock band White Rabbits also cited her an inspiration for their third album Milk Famous (2012), friend Gwyneth Paltrow studied Beyoncé at her live concerts while learning to become a musical performer for the 2010 film Country Strong.",1
P000051,P000051_S002,Nicki Minaj has stated that seeing Beyoncé's Pepsi commercial influenced her decision to appear in the company's 2012 global campaign.,1
P000052,P000052_S000,"Her debut single, ""Crazy in Love"" was named VH1's ""Greatest Song of the 2000s"", NME's ""Best Track of the 00s"" and ""Pop Song of the Century"", considered by Rolling Stone to be one of the 500 greatest songs of all time, earned two Grammy Awards and is one of the best-selling singles of all time at around 8 million copies.",1
P000052,P000052_S001,"The music video for ""Single Ladies (Put a Ring on It)"", which achieved fame for its intricate choreography and its deployment of jazz hands, was credited by the Toronto Star as having started the ""first major dance craze of both the new millennium and the Internet"", triggering a number of parodies of the dance choreography and a legion of amateur imitators on YouTube.",0
P000052,P000052_S002,"In 2013, Drake released a single titled ""Girls Love Beyoncé"", which featured an interpolation from Destiny Child's ""Say My Name"" and discussed his relationship with women.",1
P000052,P000052_S003,"In January 2012, research scientist Bryan Lessard named Scaptia beyonceae, a species of horse fly found in Northern Queensland, Australia after Beyoncé due to the fly's unique golden hairs on its abdomen.",1
P000052,P000052_S004,"In July 2014, a Beyoncé exhibit was introduced into the ""Legends of Rock"" section of the Rock and Roll Hall of Fame.",1
P000052,P000052_S005,"The black leotard from the ""Single Ladies"" video and her outfit from the Super Bowl half time performance are among several pieces housed at the museum.",0
P000053,P000053_S000,Beyoncé has received numerous awards.,1
P000053,P000053_S001,"As a solo artist she has sold over 15 million albums in the US, and over 118 million records worldwide (a further 60 million additionally with Destiny's Child), making her one of the best-selling music artists of all time.",1
P000053,P000053_S002,"The Recording Industry Association of America (RIAA) listed Beyoncé as the top certified artist of the 2000s, with a total of 64 certifications.",1
P000053,P000053_S003,"Her songs ""Crazy in Love"", ""Single Ladies (Put a Ring on It)"", ""Halo"", and ""Irreplaceable"" are some of the best-selling singles of all time worldwide.",0
P000053,P000053_S004,"In 2009, The Observer named her the Artist of the Decade and Billboard named her the Top Female Artist and Top Radio Songs Artist of the Decade.",0
P000053,P000053_S005,"In 2010, Billboard named her in their ""Top 50 R&B/Hip-Hop Artists of the Past 25 Years"" list at number 15.",0
P000053,P000053_S006,"In 2012 VH1 ranked her third on their list of the ""100 Greatest Women in Music"".",0
P000053,P000053_S007,Beyoncé was the first female artist to be honored with the International Artist Award at the American Music Awards.,0
P000053,P000053_S008,She has also received the Legend Award at the 2008 World Music Awards and the Billboard Millennium Award at the 2011 Billboard Music Awards.,1
P000054,P000054_S000,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her the second most honored female artist by the Grammys, behind Alison Krauss and the most nominated woman in Grammy Award history with 52 nominations.",1
P000054,P000054_S001,"""Single Ladies (Put a Ring on It)"" won Song of the Year in 2010 while ""Say My Name"" and ""Crazy in Love"" had previously won Best R&B Song.",1
P000054,P000054_S002,"Dangerously in Love, B'Day and I Am... Sasha Fierce have all won Best Contemporary R&B Album.",0
P000054,P000054_S003,"Beyoncé set the record for the most Grammy awards won by a female artist in one night in 2010 when she won six awards, breaking the tie she previously held with Alicia Keys, Norah Jones, Alison Krauss, and Amy Winehouse, with Adele equaling this in 2012.",1
P000054,P000054_S004,"Following her role in Dreamgirls she was nominated for Best Original Song for ""Listen"" and Best Actress at the Golden Globe Awards, and Outstanding Actress in a Motion Picture at the NAACP Image Awards.",1
P000054,P000054_S005,"Beyoncé won two awards at the Broadcast Film Critics Association Awards 2006; Best Song for ""Listen"" and Best Original Soundtrack for Dreamgirls: Music from the Motion Picture.",1
P000055,P000055_S000,"Beyoncé has worked with Pepsi since 2002, and in 2004 appeared in a Gladiator-themed commercial with Britney Spears, Pink, and Enrique Iglesias.",1
P000055,P000055_S001,"In 2012, Beyoncé signed a $50 million deal to endorse Pepsi.",1
P000055,P000055_S002,The Center for Science in the Public Interest (CSPINET) wrote Beyoncé an open letter asking her to reconsider the deal because of the unhealthiness of the product and to donate the proceeds to a medical organisation.,1
P000055,P000055_S003,"Nevertheless, NetBase found that Beyoncé's campaign was the most talked about endorsement in April 2013, with a 70 per cent positive audience response to the commercial and print ads.",1
P000056,P000056_S000,"Beyoncé has worked with Tommy Hilfiger for the fragrances True Star (singing a cover version of ""Wishing on a Star"") and True Star Gold; she also promoted Emporio Armani's Diamonds fragrance in 2007.",1
P000056,P000056_S001,"Beyoncé launched her first official fragrance, Heat in 2010.",1
P000056,P000056_S002,"The commercial, which featured the 1956 song ""Fever"", was shown after the water shed in the United Kingdom as it begins with an image of Beyoncé appearing to lie naked in a room.",0
P000056,P000056_S003,"In February 2011, Beyoncé launched her second fragrance, Heat Rush.",1
P000056,P000056_S004,"Beyoncé's third fragrance, Pulse, was launched in September 2011.",1
P000056,P000056_S005,"In 2013, The Mrs. Carter Show Limited Edition version of Heat was released.",1
P000056,P000056_S006,"The six editions of Heat are the world's best-selling celebrity fragrance line, with sales of over $400 million.",1
P000057,P000057_S000,The release of a video-game Starpower: Beyoncé was cancelled after Beyoncé pulled out of a $100 million with GateFive who alleged the cancellation meant the sacking of 70 staff and millions of pounds lost in development.,1
P000057,P000057_S001,It was settled out of court by her lawyers in June 2013 who said that they had cancelled because GateFive had lost its financial backers.,1
P000057,P000057_S002,"Beyoncé also has had deals with American Express, Nintendo DS and L'Oréal since the age of 18.",1
P000058,P000058_S000,"In October 2014, it was announced that Beyoncé with her management company Parkwood Entertainment would be partnering with London-based fashion retailer Topshop, in a new 50/50 split subsidiary business named Parkwood Topshop Athletic Ltd.",1
P000058,P000058_S001,"The new division was created for Topshop to break into the activewear market, with an athletic, street wear brand being produced.",1
P000058,P000058_S002,"""Creating a partnership with Beyoncé, one of the most hard-working and talented people in the world, who spends many hours of her life dancing, rehearsing and training is a unique opportunity to develop this category"" stated Sir Philip Green on the partnership.",0
P000058,P000058_S003,The company and collection is set to launch and hit stores in the fall of 2015.,1
P000059,P000059_S000,"On March 30, 2015, it was announced that Beyoncé is a co-owner, with various other music artists, in the music streaming service Tidal.",1
P000059,P000059_S001,The service specialises in lossless audio and high definition music videos.,0
P000059,P000059_S002,"Beyoncé's husband Jay Z acquired the parent company of Tidal, Aspiro, in the first quarter of 2015.",1
P000059,P000059_S003,"Including Beyoncé and Jay-Z, sixteen artist stakeholders (such as Kanye West, Rihanna, Madonna, Chris Martin, Nicki Minaj and more) co-own Tidal, with the majority owning a 3% equity stake.",0
P000059,P000059_S004,"The idea of having an all artist owned streaming service was created by those involved to adapt to the increased demand for streaming within the current music industry, and to rival other streaming services such as Spotify, which have been criticised for their low payout of royalties.",1
P000059,P000059_S005,"""The challenge is to get everyone to respect music again, to recognize its value"", stated Jay-Z on the release of Tidal.",0
P000060,P000060_S000,"Beyoncé and her mother introduced House of Deréon, a contemporary women's fashion line, in 2005.",1
P000060,P000060_S001,"The concept is inspired by three generations of women in their family, the name paying tribute to Beyoncé's grandmother, Agnèz Deréon, a respected seamstress.",1
P000060,P000060_S002,"According to Tina, the overall style of the line best reflects her and Beyoncé's taste and style.",0
P000060,P000060_S003,"Beyoncé and her mother founded their family's company Beyond Productions, which provides the licensing and brand management for House of Deréon, and its junior collection, Deréon.",1
P000060,P000060_S004,"House of Deréon pieces were exhibited in Destiny's Child's shows and tours, during their Destiny Fulfilled era.",1
P000060,P000060_S005,"The collection features sportswear, denim offerings with fur, outerwear and accessories that include handbags and footwear, and are available at department and specialty stores across the US and Canada.",1
P000061,P000061_S000,"In 2005, Beyoncé teamed up with House of Brands, a shoe company, to produce a range of footwear for House of Deréon.",1
P000061,P000061_S001,"In January 2008, Starwave Mobile launched Beyoncé Fashion Diva, a ""high-style"" mobile game with a social networking component, featuring the House of Deréon collection.",1
P000061,P000061_S002,"In July 2009, Beyoncé and her mother launched a new junior apparel label, Sasha Fierce for Deréon, for back-to-school selling.",1
P000061,P000061_S003,"The collection included sportswear, outerwear, handbags, footwear, eyewear, lingerie and jewelry.",0
P000061,P000061_S004,"It was available at department stores including Macy's and Dillard's, and specialty stores Jimmy Jazz and Against All Odds.",1
P000061,P000061_S005,"On May 27, 2010, Beyoncé teamed up with clothing store C&A to launch Deréon by Beyoncé at their stores in Brazil.",1
P000061,P000061_S006,"The collection included tailored blazers with padded shoulders, little black dresses, embroidered tops and shirts and bandage dresses.",0
P000062,P000062_S000,"In October 2014, Beyoncé signed a deal to launch an activewear line of clothing with British fashion retailer Topshop.",1
P000062,P000062_S001,"The 50-50 venture is called Parkwood Topshop Athletic Ltd and is scheduled to launch its first dance, fitness and sports ranges in autumn 2015.",1
P000062,P000062_S002,The line will launch in April 2016.,1
P000063,P000063_S000,"After Hurricane Katrina in 2005, Beyoncé and Rowland founded the Survivor Foundation to provide transitional housing for victims in the Houston area, to which Beyoncé contributed an initial $250,000.",1
P000063,P000063_S001,"The foundation has since expanded to work with other charities in the city, and also provided relief following Hurricane Ike three years later.",1
P000064,P000064_S000,"Beyoncé participated in George Clooney and Wyclef Jean's Hope for Haiti Now: A Global Benefit for Earthquake Relief telethon and was named the official face of the limited edition CFDA ""Fashion For Haiti"" T-shirt, made by Theory which raised a total of $1 million.",1
P000064,P000064_S001,"On March 5, 2010, Beyoncé and her mother Tina opened the Beyoncé Cosmetology Center at the Brooklyn Phoenix House, offering a seven-month cosmetology training course for men and women.",1
P000064,P000064_S002,"In April 2011, Beyoncé joined forces with US First Lady Michelle Obama and the National Association of Broadcasters Education Foundation, to help boost the latter's campaign against child obesity by reworking her single ""Get Me Bodied"".",0
P000064,P000064_S003,"Following the death of Osama bin Laden, Beyoncé released her cover of the Lee Greenwood song ""God Bless the USA"", as a charity single to help raise funds for the New York Police and Fire Widows' and Children's Benefit Fund.",1
P000065,P000065_S000,"In December, Beyoncé along with a variety of other celebrities teamed up and produced a video campaign for ""Demand A Plan"", a bipartisan effort by a group of 950 US mayors and others designed to influence the federal government into rethinking its gun control laws, following the Sandy Hook Elementary School shooting.",1
P000065,P000065_S001,"Beyoncé became an ambassador for the 2012 World Humanitarian Day campaign donating her song ""I Was Here"" and its music video, shot in the UN, to the campaign.",1
P000065,P000065_S002,"In 2013, it was announced that Beyoncé would work with Salma Hayek and Frida Giannini on a Gucci ""Chime for Change"" campaign that aims to spread female empowerment.",1
P000065,P000065_S003,"The campaign, which aired on February 28, was set to her new music.",0
P000065,P000065_S004,"A concert for the cause took place on June 1, 2013 in London and included other acts like Ellie Goulding, Florence and the Machine, and Rita Ora.",1
P000065,P000065_S005,"In advance of the concert, she appeared in a campaign video released on 15 May 2013, where she, along with Cameron Diaz, John Legend and Kylie Minogue, described inspiration from their mothers, while a number of other artists celebrated personal inspiration from other women, leading to a call for submission of photos of women of viewers' inspiration from which a selection was shown at the concert.",0
P000065,P000065_S006,"Beyoncé said about her mother Tina Knowles that her gift was ""finding the best qualities in every human being.""",1
P000065,P000065_S007,"With help of the crowdfunding platform Catapult, visitors of the concert could choose between several projects promoting education of women and girls.",1
P000065,P000065_S008,"Beyoncé is also taking part in ""Miss a Meal"", a food-donation campaign, and supporting Goodwill charity through online charity auctions at Charitybuzz that support job creation throughout Europe and the U.S.",1
P000066,P000066_S000,"Frédéric François Chopin (/ˈʃoʊpæn/; French pronunciation: ​[fʁe.de.ʁik fʁɑ̃.swa ʃɔ.pɛ̃]; 22 February or 1 March 1810 – 17 October 1849), born Fryderyk Franciszek Chopin,[n 1] was a Polish and French (by citizenship and birth of father) composer and a virtuoso pianist of the Romantic era, who wrote primarily for the solo piano.",1
P000066,P000066_S001,"He gained and has maintained renown worldwide as one of the leading musicians of his era, whose ""poetic genius was based on a professional technique that was without equal in his generation.""",0
P000066,P000066_S002,"Chopin was born in what was then the Duchy of Warsaw, and grew up in Warsaw, which after 1815 became part of Congress Poland.",1
P000066,P000066_S003,"A child prodigy, he completed his musical education and composed his earlier works in Warsaw before leaving Poland at the age of 20, less than a month before the outbreak of the November 1830 Uprising.",1
P000067,P000067_S000,At the age of 21 he settled in Paris.,1
P000067,P000067_S001,"Thereafter, during the last 18 years of his life, he gave only some 30 public performances, preferring the more intimate atmosphere of the salon.",1
P000067,P000067_S002,"He supported himself by selling his compositions and teaching piano, for which he was in high demand.",0
P000067,P000067_S003,"Chopin formed a friendship with Franz Liszt and was admired by many of his musical contemporaries, including Robert Schumann.",1
P000067,P000067_S004,In 1835 he obtained French citizenship.,1
P000067,P000067_S005,"After a failed engagement to Maria Wodzińska, from 1837 to 1847 he maintained an often troubled relationship with the French writer George Sand.",1
P000067,P000067_S006,A brief and unhappy visit to Majorca with Sand in 1838–39 was one of his most productive periods of composition.,1
P000067,P000067_S007,"In his last years, he was financially supported by his admirer Jane Stirling, who also arranged for him to visit Scotland in 1848.",1
P000067,P000067_S008,"Through most of his life, Chopin suffered from poor health.",0
P000067,P000067_S009,"He died in Paris in 1849, probably of tuberculosis.",1
P000068,P000068_S000,All of Chopin's compositions include the piano.,1
P000068,P000068_S001,"Most are for solo piano, though he also wrote two piano concertos, a few chamber pieces, and some songs to Polish lyrics.",1
P000068,P000068_S002,His keyboard style is highly individual and often technically demanding; his own performances were noted for their nuance and sensitivity.,1
P000068,P000068_S003,Chopin invented the concept of instrumental ballade.,1
P000068,P000068_S004,"His major piano works also include mazurkas, waltzes, nocturnes, polonaises, études, impromptus, scherzos, preludes and sonatas, some published only after his death.",0
P000068,P000068_S005,"Influences on his compositional style include Polish folk music, the classical tradition of J. S. Bach, Mozart and Schubert, the music of all of whom he admired, as well as the Paris salons where he was a frequent guest.",1
P000068,P000068_S006,"His innovations in style, musical form, and harmony, and his association of music with nationalism, were influential throughout and after the late Romantic period.",0
P000069,P000069_S000,"In his native Poland, in France, where he composed most of his works, and beyond, Chopin's music, his status as one of music's earliest superstars, his association (if only indirect) with political insurrection, his love life and his early death have made him, in the public consciousness, a leading symbol of the Romantic era.",1
P000069,P000069_S001,"His works remain popular, and he has been the subject of numerous films and biographies of varying degrees of historical accuracy.",1
P000070,P000070_S000,"Fryderyk Chopin was born in Żelazowa Wola, 46 kilometres (29 miles) west of Warsaw, in what was then the Duchy of Warsaw, a Polish state established by Napoleon.",1
P000070,P000070_S001,"The parish baptismal record gives his birthday as 22 February 1810, and cites his given names in the Latin form Fridericus Franciscus (in Polish, he was Fryderyk Franciszek).",1
P000070,P000070_S002,"However, the composer and his family used the birthdate 1 March,[n 2] which is now generally accepted as the correct date.",1
P000071,P000071_S000,"Fryderyk's father, Nicolas Chopin, was a Frenchman from Lorraine who had emigrated to Poland in 1787 at the age of sixteen.",1
P000071,P000071_S001,"Nicolas tutored children of the Polish aristocracy, and in 1806 married Justyna Krzyżanowska, a poor relative of the Skarbeks, one of the families for whom he worked.",1
P000071,P000071_S002,"Fryderyk was baptized on Easter Sunday, 23 April 1810, in the same church where his parents had married, in Brochów.",1
P000071,P000071_S003,"His eighteen-year-old godfather, for whom he was named, was Fryderyk Skarbek, a pupil of Nicolas Chopin.",1
P000071,P000071_S004,"Fryderyk was the couple's second child and only son; he had an elder sister, Ludwika (1807–55), and two younger sisters, Izabela (1811–81) and Emilia (1812–27).",1
P000071,P000071_S005,"Nicolas was devoted to his adopted homeland, and insisted on the use of the Polish language in the household.",0
P000072,P000072_S000,"In October 1810, six months after Fryderyk's birth, the family moved to Warsaw, where his father acquired a post teaching French at the Warsaw Lyceum, then housed in the Saxon Palace.",1
P000072,P000072_S001,Fryderyk lived with his family in the Palace grounds.,1
P000072,P000072_S002,The father played the flute and violin; the mother played the piano and gave lessons to boys in the boarding house that the Chopins kept.,1
P000072,P000072_S003,"Chopin was of slight build, and even in early childhood was prone to illnesses.",1
P000073,P000073_S000,"Fryderyk may have had some piano instruction from his mother, but his first professional music tutor, from 1816 to 1821, was the Czech pianist Wojciech Żywny.",1
P000073,P000073_S001,"His elder sister Ludwika also took lessons from Żywny, and occasionally played duets with her brother.",1
P000073,P000073_S002,It quickly became apparent that he was a child prodigy.,0
P000073,P000073_S003,"By the age of seven Fryderyk had begun giving public concerts, and in 1817 he composed two polonaises, in G minor and B-flat major.",1
P000073,P000073_S004,"His next work, a polonaise in A-flat major of 1821, dedicated to Żywny, is his earliest surviving musical manuscript.",1
P000074,P000074_S000,"In 1817 the Saxon Palace was requisitioned by Warsaw's Russian governor for military use, and the Warsaw Lyceum was reestablished in the Kazimierz Palace (today the rectorate of Warsaw University).",1
P000074,P000074_S001,"Fryderyk and his family moved to a building, which still survives, adjacent to the Kazimierz Palace.",0
P000074,P000074_S002,"During this period, Fryderyk was sometimes invited to the Belweder Palace as playmate to the son of the ruler of Russian Poland, Grand Duke Constantine; he played the piano for the Duke and composed a march for him.",1
P000074,P000074_S003,"Julian Ursyn Niemcewicz, in his dramatic eclogue, ""Nasze Przebiegi"" (""Our Discourses"", 1818), attested to ""little Chopin's"" popularity.",1
P000075,P000075_S000,"From September 1823 to 1826 Chopin attended the Warsaw Lyceum, where he received organ lessons from the Czech musician Wilhelm Würfel during his first year.",1
P000075,P000075_S001,"In the autumn of 1826 he began a three-year course under the Silesian composer Józef Elsner at the Warsaw Conservatory, studying music theory, figured bass and composition.",1
P000075,P000075_S002,[n 3] Throughout this period he continued to compose and to give recitals in concerts and salons in Warsaw.,0
P000075,P000075_S003,"He was engaged by the inventors of a mechanical organ, the ""eolomelodicon"", and on this instrument in May 1825 he performed his own improvisation and part of a concerto by Moscheles.",1
P000075,P000075_S004,"The success of this concert led to an invitation to give a similar recital on the instrument before Tsar Alexander I, who was visiting Warsaw; the Tsar presented him with a diamond ring.",1
P000075,P000075_S005,"At a subsequent eolomelodicon concert on 10 June 1825, Chopin performed his Rondo Op.",1
P000075,P000075_S007,"This was the first of his works to be commercially published and earned him his first mention in the foreign press, when the Leipzig Allgemeine Musikalische Zeitung praised his ""wealth of musical ideas"".",0
P000076,P000076_S000,"During 1824–28 Chopin spent his vacations away from Warsaw, at a number of locales.",0
P000076,P000076_S001,"[n 4] In 1824 and 1825, at Szafarnia, he was a guest of Dominik Dziewanowski, the father of a schoolmate.",1
P000076,P000076_S002,Here for the first time he encountered Polish rural folk music.,1
P000076,P000076_S003,"His letters home from Szafarnia (to which he gave the title ""The Szafarnia Courier""), written in a very modern and lively Polish, amused his family with their spoofing of the Warsaw newspapers and demonstrated the youngster's literary gift.",1
P000077,P000077_S000,"In 1827, soon after the death of Chopin's youngest sister Emilia, the family moved from the Warsaw University building, adjacent to the Kazimierz Palace, to lodgings just across the street from the university, in the south annex of the Krasiński Palace on Krakowskie Przedmieście,[n 5] where Chopin lived until he left Warsaw in 1830.",1
P000077,P000077_S001,[n 6] Here his parents continued running their boarding house for male students; the Chopin Family Parlour (Salonik Chopinów) became a museum in the 20th century.,1
P000077,P000077_S002,"In 1829 the artist Ambroży Mieroszewski executed a set of portraits of Chopin family members, including the first known portrait of the composer.",1
P000077,P000077_S003,[n 7],0
P000078,P000078_S000,"Four boarders at his parents' apartments became Chopin's intimates: Tytus Woyciechowski, Jan Nepomucen Białobłocki, Jan Matuszyński and Julian Fontana; the latter two would become part of his Paris milieu.",1
P000078,P000078_S001,"He was friendly with members of Warsaw's young artistic and intellectual world, including Fontana, Józef Bohdan Zaleski and Stefan Witwicki.",0
P000078,P000078_S002,He was also attracted to the singing student Konstancja Gładkowska.,1
P000078,P000078_S003,"In letters to Woyciechowski, he indicated which of his works, and even which of their passages, were influenced by his fascination with her; his letter of 15 May 1830 revealed that the slow movement (Larghetto) of his Piano Concerto No.",1
P000078,P000078_S004,"1 (in E minor) was secretly dedicated to her – ""It should be like dreaming in beautiful springtime – by moonlight.""",1
P000078,P000078_S005,"His final Conservatory report (July 1829) read: ""Chopin F., third-year student, exceptional talent, musical genius.""",1
P000079,P000079_S000,"In September 1828 Chopin, while still a student, visited Berlin with a family friend, zoologist Feliks Jarocki, enjoying operas directed by Gaspare Spontini and attending concerts by Carl Friedrich Zelter, Felix Mendelssohn and other celebrities.",1
P000079,P000079_S001,"On an 1829 return trip to Berlin, he was a guest of Prince Antoni Radziwiłł, governor of the Grand Duchy of Posen—himself an accomplished composer and aspiring cellist.",1
P000079,P000079_S002,"For the prince and his pianist daughter Wanda, he composed his Introduction and Polonaise brillante in C major for cello and piano, Op.",1
P000080,P000080_S000,"Back in Warsaw that year, Chopin heard Niccolò Paganini play the violin, and composed a set of variations, Souvenir de Paganini.",1
P000080,P000080_S001,"It may have been this experience which encouraged him to commence writing his first Études, (1829–32), exploring the capacities of his own instrument.",0
P000080,P000080_S002,"On 11 August, three weeks after completing his studies at the Warsaw Conservatory, he made his debut in Vienna.",1
P000080,P000080_S003,"He gave two piano concerts and received many favourable reviews—in addition to some commenting (in Chopin's own words) that he was ""too delicate for those accustomed to the piano-bashing of local artists"".",1
P000080,P000080_S004,"In one of these concerts, he premiered his Variations on Là ci darem la mano, Op.",0
P000080,P000080_S005,2 (variations on an aria from Mozart's opera Don Giovanni) for piano and orchestra.,0
P000080,P000080_S006,"He returned to Warsaw in September 1829, where he premiered his Piano Concerto No.",1
P000080,P000080_S007,"2 in F minor, Op.",1
P000080,P000080_S008,21 on 17 March 1830.,1
P000081,P000081_S000,"Chopin's successes as a composer and performer opened the door to western Europe for him, and on 2 November 1830, he set out, in the words of Zdzisław Jachimecki, ""into the wide world, with no very clearly defined aim, forever.""",1
P000081,P000081_S001,"With Woyciechowski, he headed for Austria, intending to go on to Italy.",1
P000081,P000081_S002,"Later that month, in Warsaw, the November 1830 Uprising broke out, and Woyciechowski returned to Poland to enlist.",1
P000081,P000081_S003,"Chopin, now alone in Vienna, was nostalgic for his homeland, and wrote to a friend, ""I curse the moment of my departure.""",1
P000081,P000081_S004,"When in September 1831 he learned, while travelling from Vienna to Paris, that the uprising had been crushed, he expressed his anguish in the pages of his private journal: ""Oh God!",1
P000081,P000081_S005,"... You are there, and yet you do not take vengeance!""",0
P000081,P000081_S006,"Jachimecki ascribes to these events the composer's maturing ""into an inspired national bard who intuited the past, present and future of his native Poland.""",0
P000082,P000082_S000,"Chopin arrived in Paris in late September 1831; he would never return to Poland, thus becoming one of many expatriates of the Polish Great Emigration.",1
P000082,P000082_S001,"In France he used the French versions of his given names, and after receiving French citizenship in 1835, he travelled on a French passport.",1
P000082,P000082_S002,"However, Chopin remained close to his fellow Poles in exile as friends and confidants and he never felt fully comfortable speaking French.",1
P000082,P000082_S003,"Chopin's biographer Adam Zamoyski writes that he never considered himself to be French, despite his father's French origins, and always saw himself as a Pole.",1
P000083,P000083_S000,"In Paris, Chopin encountered artists and other distinguished figures, and found many opportunities to exercise his talents and achieve celebrity.",1
P000083,P000083_S001,"During his years in Paris he was to become acquainted with, among many others, Hector Berlioz, Franz Liszt, Ferdinand Hiller, Heinrich Heine, Eugène Delacroix, and Alfred de Vigny.",1
P000083,P000083_S002,"Chopin was also acquainted with the poet Adam Mickiewicz, principal of the Polish Literary Society, some of whose verses he set as songs.",1
P000084,P000084_S000,Two Polish friends in Paris were also to play important roles in Chopin's life there.,1
P000084,P000084_S001,"His fellow student at the Warsaw Conservatory, Julian Fontana, had originally tried unsuccessfully to establish himself in England; Albert Grzymała, who in Paris became a wealthy financier and society figure, often acted as Chopin's adviser and ""gradually began to fill the role of elder brother in [his] life.""",1
P000084,P000084_S002,"Fontana was to become, in the words of Michałowski and Samson, Chopin's ""general factotum and copyist"".",0
P000085,P000085_S000,"At the end of 1831, Chopin received the first major endorsement from an outstanding contemporary when Robert Schumann, reviewing the Op.",1
P000085,P000085_S001,"2 Variations in the Allgemeine musikalische Zeitung (his first published article on music), declared: ""Hats off, gentlemen!",0
P000085,P000085_S002,"A genius.""",0
P000085,P000085_S003,On 26 February 1832 Chopin gave a debut Paris concert at the Salle Pleyel which drew universal admiration.,1
P000085,P000085_S004,"The critic François-Joseph Fétis wrote in the Revue et gazette musicale: ""Here is a young man who ... taking no model, has found, if not a complete renewal of piano music, ... an abundance of original ideas of a kind to be found nowhere else ..."" After this concert, Chopin realized that his essentially intimate keyboard technique was not optimal for large concert spaces.",1
P000085,P000085_S005,"Later that year he was introduced to the wealthy Rothschild banking family, whose patronage also opened doors for him to other private salons (social gatherings of the aristocracy and artistic and literary elite).",1
P000085,P000085_S006,"By the end of 1832 Chopin had established himself among the Parisian musical elite, and had earned the respect of his peers such as Hiller, Liszt, and Berlioz.",0
P000085,P000085_S007,"He no longer depended financially upon his father, and in the winter of 1832 he began earning a handsome income from publishing his works and teaching piano to affluent students from all over Europe.",1
P000085,P000085_S008,"This freed him from the strains of public concert-giving, which he disliked.",0
P000086,P000086_S000,Chopin seldom performed publicly in Paris.,0
P000086,P000086_S001,"In later years he generally gave a single annual concert at the Salle Pleyel, a venue that seated three hundred.",1
P000086,P000086_S002,"He played more frequently at salons, but preferred playing at his own Paris apartment for small groups of friends.",1
P000086,P000086_S003,"The musicologist Arthur Hedley has observed that ""As a pianist Chopin was unique in acquiring a reputation of the highest order on the basis of a minimum of public appearances—few more than thirty in the course of his lifetime.""",0
P000086,P000086_S004,The list of musicians who took part in some of his concerts provides an indication of the richness of Parisian artistic life during this period.,0
P000086,P000086_S005,"Examples include a concert on 23 March 1833, in which Chopin, Liszt and Hiller performed (on pianos) a concerto by J.S.",1
P000086,P000086_S006,"Bach for three keyboards; and, on 3 March 1838, a concert in which Chopin, his pupil Adolphe Gutmann, Charles-Valentin Alkan, and Alkan's teacher Joseph Zimmermann performed Alkan's arrangement, for eight hands, of two movements from Beethoven's 7th symphony.",1
P000086,P000086_S007,Chopin was also involved in the composition of Liszt's Hexameron; he wrote the sixth (and final) variation on Bellini's theme.,1
P000086,P000086_S008,"Chopin's music soon found success with publishers, and in 1833 he contracted with Maurice Schlesinger, who arranged for it to be published not only in France but, through his family connections, also in Germany and England.",1
P000087,P000087_S000,"In the spring of 1834, Chopin attended the Lower Rhenish Music Festival in Aix-la-Chapelle with Hiller, and it was there that Chopin met Felix Mendelssohn.",1
P000087,P000087_S001,"After the festival, the three visited Düsseldorf, where Mendelssohn had been appointed musical director.",1
P000087,P000087_S002,"They spent what Mendelssohn described as ""a very agreeable day"", playing and discussing music at his piano, and met Friedrich Wilhelm Schadow, director of the Academy of Art, and some of his eminent pupils such as Lessing, Bendemann, Hildebrandt and Sohn.",1
P000087,P000087_S003,"In 1835 Chopin went to Carlsbad, where he spent time with his parents; it was the last time he would see them.",1
P000087,P000087_S004,"On his way back to Paris, he met old friends from Warsaw, the Wodzińskis.",0
P000087,P000087_S005,"He had made the acquaintance of their daughter Maria in Poland five years earlier, when she was eleven.",1
P000087,P000087_S006,"This meeting prompted him to stay for two weeks in Dresden, when he had previously intended to return to Paris via Leipzig.",0
P000087,P000087_S007,"The sixteen-year-old girl's portrait of the composer is considered, along with Delacroix's, as among Chopin's best likenesses.",0
P000087,P000087_S008,"In October he finally reached Leipzig, where he met Schumann, Clara Wieck and Felix Mendelssohn, who organised for him a performance of his own oratorio St. Paul, and who considered him ""a perfect musician"".",0
P000087,P000087_S009,"In July 1836 Chopin travelled to Marienbad and Dresden to be with the Wodziński family, and in September he proposed to Maria, whose mother Countess Wodzińska approved in principle.",1
P000087,P000087_S010,"Chopin went on to Leipzig, where he presented Schumann with his G minor Ballade.",0
P000087,P000087_S011,"At the end of 1836 he sent Maria an album in which his sister Ludwika had inscribed seven of his songs, and his 1835 Nocturne in C-sharp minor, Op.",0
P000087,P000087_S012,"27, No.",0
P000087,P000087_S014,The anodyne thanks he received from Maria proved to be the last letter he was to have from her.,0
