para_id,sent_id,sentence,label
P002104,P002104_S000,"On October 11, 2011, Doug Morris announced that Mel Lewinter had been named Executive Vice President of Label Strategy.",1
P002104,P002104_S001,Lewinter previously served as chairman and CEO of Universal Motown Republic Group.,1
P002104,P002104_S002,"In January 2012, Dennis Kooker was named President of Global Digital Business and US Sales.",1
P002105,P002105_S000,"In August 2004, Sony entered joint venture with equal partner Bertelsmann, by merging Sony Music and Bertelsmann Music Group, Germany, to establish Sony BMG Music Entertainment.",1
P002105,P002105_S001,However Sony continued to operate its Japanese music business independently from Sony BMG while BMG Japan was made part of the merger.,1
P002106,P002106_S000,"On August 5, 2008, SCA and Bertelsmann announced that Sony had agreed to acquire Bertelsmann's 50% stake in Sony BMG.",1
P002106,P002106_S001,"Sony completed its acquisition of Bertelsmann's 50% stake in the companies' joint venture on October 1, 2008.",0
P002106,P002106_S002,"The company, once again named Sony Music Entertainment Inc., became a wholly owned subsidiary of Sony Corporation through its US subsidiary SCA.",1
P002106,P002106_S003,"The last few albums to feature a Sony BMG logo were Thriller 25 by Michael Jackson, I Am... Sasha Fierce by Beyoncé, Keeps Gettin' Better: A Decade of Hits by Christina Aguilera, and Safe Trip Home by Dido.",1
P002106,P002106_S004,"A temporary logo was unveiled beginning December 1, 2008.",0
P002106,P002106_S005,The present logo was unveiled in March 2009.,0
P002107,P002107_S000,"On July 1, 2009, SME and IODA announced their global strategic partnership to leverage combined worldwide online retail distribution networks and complementary technologies to support independent labels and music rightsholders.",1
P002108,P002108_S000,"In March 2010, Sony Corp has partnered with The Michael Jackson Company with a contract of more than $250 million, the largest deal in recorded music history.",1
P002109,P002109_S000,"The merger made Columbia and Epic sister labels to RCA Records, which was once owned by RCA which also owned CBS rival NBC.",1
P002109,P002109_S001,"It also started the process of bringing BMG's Arista Records back under common ownership with its former parent Columbia Pictures, a Sony division since 1989, and also brought Arista founder Clive Davis back into the fold.",1
P002109,P002109_S002,Davis is still with Sony Music as Chief Creative Officer.,1
P002110,P002110_S000,"In 1995, Sony and Michael Jackson formed a joint venture which merged Sony's music publishing operations with Jackson's ATV Music to form Sony/ATV Music Publishing.",1
P002111,P002111_S000,"Sony renamed the record company Sony Music Entertainment (SME) on January 1, 1991, fulfilling the terms set under the 1988 buyout, which granted only a transitional license to the CBS trademark.",1
P002111,P002111_S001,The CBS Associated label was renamed Epic Associated.,0
P002111,P002111_S002,"Also on January 1, 1991, to replace the CBS label, Sony reintroduced the Columbia label worldwide, which it previously held in the United States and Canada only, after it acquired the international rights to the trademark from EMI in 1990.",1
P002111,P002111_S003,"Japan is the only country where Sony does not have rights to the Columbia name as it is controlled by Nippon Columbia, an unrelated company.",0
P002111,P002111_S004,"Thus, until this day, Sony Music Entertainment Japan does not use the Columbia trademark for Columbia label recordings from outside Japan which are issued in Japan.",0
P002111,P002111_S005,"The Columbia Records trademark's rightsholder in Spain was Bertelsmann Music Group, Germany, which Sony Music subsequently subsumed via a 2004 merger, followed by a 2008 buyout.",1
P002112,P002112_S000,"In 1970, CBS Records revived the Embassy Records imprint in UK and Europe, which had been defunct since CBS had taken control of Embassy's parent company, Oriole, in 1964.",1
P002112,P002112_S001,The purpose of the revived Embassy imprint was to release budget reissues of albums that had originally been released in the United States on Columbia Records (or its subsidiaries).,1
P002112,P002112_S002,"Many albums, by artists as diverse as Andy Williams, Johnny Cash, Barbra Streisand, the Byrds, Tammy Wynette, Laura Nyro and Sly & the Family Stone were issued on Embassy, before the label was once again discontinued in 1980.",1
P002113,P002113_S000,"In 2011–2012, Sony Music Inc. expressed support for SOPA and PIPA.",1
P002113,P002113_S001,The Stop Online Piracy Act and Protect IP Act stirred up controversy within the entertainment industry since their introduction in the United States Congress.,1
P002113,P002113_S002,[citation needed],0
P002114,P002114_S000,"In May 2012, Sony Music filed charges against the website IsoHunt.",1
P002114,P002114_S001,"The plaintifs claims in the court document filed at the supreme court of British Columbia: ""The IsoHunt Websites have been designed and are operated by the defendants with the sole purpose of profiting from rampant copyright infringement which defendants actively encourage, promote, authorize, induce, aid, abet, materially contribute to and commercially profit from.""",1
P002115,P002115_S000,Oklahoma City is the capital and largest city of the state of Oklahoma.,0
P002115,P002115_S001,"The county seat of Oklahoma County, the city ranks 27th among United States cities in population.",1
P002115,P002115_S002,"The population grew following the 2010 Census, with the population estimated to have increased to 620,602 as of July 2014.",0
P002115,P002115_S003,"As of 2014, the Oklahoma City metropolitan area had a population of 1,322,429, and the Oklahoma City-Shawnee Combined Statistical Area had a population of 1,459,758 (Chamber of Commerce) residents, making it Oklahoma's largest metropolitan area.",1
P002115,P002115_S004,"Oklahoma City's city limits extend into Canadian, Cleveland, and Pottawatomie counties, though much of those areas outside of the core Oklahoma County area are suburban or rural (watershed).",0
P002115,P002115_S005,The city ranks as the eighth-largest city in the United States by land area (including consolidated city-counties; it is the largest city in the United States by land area whose government is not consolidated with that of a county or borough).,0
P002116,P002116_S000,"Oklahoma City, lying in the Great Plains region, features one of the largest livestock markets in the world.",1
P002116,P002116_S001,"Oil, natural gas, petroleum products and related industries are the largest sector of the local economy.",0
P002116,P002116_S002,The city is situated in the middle of an active oil field and oil derricks dot the capitol grounds.,1
P002116,P002116_S003,"The federal government employs large numbers of workers at Tinker Air Force Base and the United States Department of Transportation's Mike Monroney Aeronautical Center (these two sites house several offices of the Federal Aviation Administration and the Transportation Department's Enterprise Service Center, respectively).",1
P002117,P002117_S000,Oklahoma City is on the I-35 Corridor and is one of the primary travel corridors into neighboring Texas and Mexico.,1
P002117,P002117_S001,"Located in the Frontier Country region of the state, the city's northeast section lies in an ecological region known as the Cross Timbers.",1
P002117,P002117_S002,"The city was founded during the Land Run of 1889, and grew to a population of over 10,000 within hours of its founding.",1
P002117,P002117_S003,"The city was the scene of the April 19, 1995 bombing of the Alfred P. Murrah Federal Building, in which 168 people died.",0
P002117,P002117_S004,"It was the deadliest terror attack in the history of the United States until the attacks of September 11, 2001, and remains the deadliest act of domestic terrorism in U.S. history.",0
P002118,P002118_S000,"Oklahoma City was settled on April 22, 1889, when the area known as the ""Unassigned Lands"" was opened for settlement in an event known as ""The Land Run"".",1
P002118,P002118_S001,"Some 10,000 homesteaders settled the area that would become the capital of Oklahoma.",1
P002118,P002118_S002,The town grew quickly; the population doubled between 1890 and 1900.,0
P002118,P002118_S003,"Early leaders of the development of the city included Anton Classen, John Shartel, Henry Overholser and James W. Maney.",1
P002119,P002119_S000,"By the time Oklahoma was admitted to the Union in 1907, Oklahoma City had surpassed Guthrie, the territorial capital, as the population center and commercial hub of the new state.",1
P002119,P002119_S001,"Soon after, the capital was moved from Guthrie to Oklahoma City.",0
P002119,P002119_S002,"Oklahoma City was a major stop on Route 66 during the early part of the 20th century; it was prominently mentioned in Bobby Troup's 1946 jazz classic, ""(Get Your Kicks on) Route 66"", later made famous by artist Nat King Cole.",1
P002120,P002120_S000,"Before World War II, Oklahoma City developed major stockyards, attracting jobs and revenue formerly in Chicago and Omaha, Nebraska.",1
P002120,P002120_S001,"With the 1928 discovery of oil within the city limits (including under the State Capitol), Oklahoma City became a major center of oil production.",1
P002120,P002120_S002,"Post-war growth accompanied the construction of the Interstate Highway System, which made Oklahoma City a major interchange as the convergence of I-35, I-40 and I-44.",1
P002120,P002120_S003,It was also aided by federal development of Tinker Air Force Base.,0
P002121,P002121_S000,"Patience Latting was elected Mayor of Oklahoma City in 1971, becoming the city's first female mayor.",1
P002121,P002121_S001,"Latting was also the first woman to serve as mayor of a U.S. city with over 350,000 residents.",1
P002122,P002122_S000,"In 1993, the city passed a massive redevelopment package known as the Metropolitan Area Projects (MAPS), intended to rebuild the city's core with civic projects to establish more activities and life to downtown.",1
P002122,P002122_S001,"The city added a new baseball park; central library; renovations to the civic center, convention center and fairgrounds; and a water canal in the Bricktown entertainment district.",0
P002122,P002122_S002,"Water taxis transport passengers within the district, adding color and activity along the canal.",0
P002122,P002122_S003,"MAPS has become one of the most successful public-private partnerships undertaken in the U.S., exceeding $3 billion in private investment as of 2010.",0
P002122,P002122_S004,"As a result of MAPS, the population living in downtown housing has exponentially increased, together with demand for additional residential and retail amenities, such as grocery, services, and shops.",0
P002123,P002123_S000,"Since the MAPS projects' completion, the downtown area has seen continued development.",1
P002123,P002123_S001,Several downtown buildings are undergoing renovation/restoration.,0
P002123,P002123_S002,Notable among these was the restoration of the Skirvin Hotel in 2007.,1
P002123,P002123_S003,The famed First National Center is being renovated.,0
P002124,P002124_S000,"Residents of Oklahoma City suffered substantial losses on April 19, 1995 when Timothy McVeigh detonated a bomb in front of the Murrah building.",1
P002124,P002124_S001,"The building was destroyed (the remnants of which had to be imploded in a controlled demolition later that year), more than 100 nearby buildings suffered severe damage, and 168 people were killed.",0
P002124,P002124_S002,The site has been commemorated as the Oklahoma City National Memorial and Museum.,1
P002124,P002124_S003,"Since its opening in 2000, over three million people have visited.",0
P002124,P002124_S004,"Every year on April 19, survivors, families and friends return to the memorial to read the names of each person lost.",1
P002125,P002125_S000,"The ""Core-to-Shore"" project was created to relocate I-40 one mile (1.6 km) south and replace it with a boulevard to create a landscaped entrance to the city.",1
P002125,P002125_S001,This also allows the central portion of the city to expand south and connect with the shore of the Oklahoma River.,1
P002125,P002125_S002,"Several elements of ""Core to Shore"" were included in the MAPS 3 proposal approved by voters in late 2009.",1
P002126,P002126_S000,"According to the United States Census Bureau, the city has a total area of 620.34 square miles (1,606.7 km2), of which, 601.11 square miles (1,556.9 km2) of it is land and 19.23 square miles (49.8 km2) of it is water.",1
P002126,P002126_S001,The total area is 3.09 percent water.,0
P002127,P002127_S000,"Oklahoma City lies in the Sandstone Hills region of Oklahoma, known for hills of 250 to 400 feet (120 m) and two species of oak: blackjack oak (Quercus marilandica) and post oak (Q. stellata).",1
P002127,P002127_S001,The northeastern part of the city and its eastern suburbs fall into an ecological region known as the Cross Timbers.,1
P002128,P002128_S000,The city is roughly bisected by the North Canadian River (recently renamed the Oklahoma River inside city limits).,1
P002128,P002128_S001,"The North Canadian once had sufficient flow to flood every year, wreaking destruction on surrounding areas, including the central business district and the original Oklahoma City Zoo.",0
P002128,P002128_S002,"In the 1940s, a dam was built on the river to manage the flood control and reduced its level.",0
P002128,P002128_S003,"In the 1990s, as part of the citywide revitalization project known as MAPS, the city built a series of low-water dams, returning water to the portion of the river flowing near downtown.",1
P002128,P002128_S004,"The city has three large lakes: Lake Hefner and Lake Overholser, in the northwestern quarter of the city; and the largest, Lake Stanley Draper, in the sparsely populated far southeast portion of the city.",1
P002129,P002129_S000,The population density normally reported for Oklahoma City using the area of its city limits can be a bit misleading.,0
P002129,P002129_S001,"Its urbanized zone covers roughly 244 sq mi (630 km2) resulting in a density of 2,500 per square mile (2013 est), compared with larger rural watershed areas incorporated by the city, which cover the remaining 377 sq mi (980 km2) of the city limits.",1
P002130,P002130_S000,"The city is bisected geographically and culturally by the North Canadian River, which basically divides North Oklahoma City and South Oklahoma City.",1
P002130,P002130_S001,"The two halves of the city were actually founded and plotted as separate cities, but soon grew together.",0
P002130,P002130_S002,The north side is characterized by very diverse and fashionable urban neighborhoods near the city center and sprawling suburbs further north.,0
P002130,P002130_S003,"South Oklahoma City is generally more blue collar working class and significantly more industrial, having grown up around the Stockyards and meat packing plants at the turn of the century, and is currently the center of the city's rapidly growing Latino community.",1
P002131,P002131_S000,"Downtown Oklahoma City, which has 7,600 residents, is currently seeing an influx of new private investment and large scale public works projects, which have helped to resuscitate a central business district left almost deserted by the Oil Bust of the early 1980s.",1
P002131,P002131_S001,"The centerpiece of downtown is the newly renovated Crystal Bridge and Myriad Botanical Gardens, one of the few elements of the Pei Plan to be completed.",1
P002131,P002131_S002,"In the next few years a massive new central park will link the gardens near the CBD and the new convention center to be built just south of it to the North Canadian River, as part of a massive works project known as Core to Shore; the new park is part of MAPS3, a collection of civic projects funded by a 1-cent temporary (seven-year) sales tax increase.",1
P002132,P002132_S000,"Oklahoma City has a humid subtropical climate (Köppen: Cfa), with frequent variations in weather daily and seasonally, except during the consistently hot and humid summer months.",1
P002132,P002132_S001,Prolonged and severe droughts (sometimes leading to wildfires in the vicinity) as well as very heavy rainfall leading to flash flooding and flooding occur with some regularity.,0
P002132,P002132_S002,"Consistent winds, usually from the south or south-southeast during the summer, help temper the hotter weather.",0
P002132,P002132_S003,Consistent northerly winds during the winter can intensify cold periods.,0
P002132,P002132_S004,Severe ice storms and snowstorms happen sporadically during the winter.,0
P002133,P002133_S000,"The average temperature is 61.4 °F (16.3 °C), with the monthly daily average ranging from 39.2 °F (4.0 °C) in January to 83.0 °F (28.3 °C) in July.",1
P002133,P002133_S001,"Extremes range from −17 °F (−27 °C) on February 12, 1899 to 113 °F (45 °C) on August 11, 1936 and August 3, 2012; the last sub-zero (°F) reading was −5 °F (−21 °C) on February 10, 2011.",1
P002133,P002133_S002,"Temperatures reach 100 °F (38 °C) on 10.4 days of the year, 90 °F (32 °C) on nearly 70 days, and fail to rise above freezing on 8.3 days.",1
P002133,P002133_S003,"The city receives about 35.9 inches (91.2 cm) of precipitation annually, of which 8.6 inches (21.8 cm) is snow.",0
P002134,P002134_S000,"Oklahoma City has a very active severe weather season from March through June, especially during April and May.",1
P002134,P002134_S001,"Being in the center of what is colloquially referred to as Tornado Alley, it is prone to especially frequent and severe tornadoes, as well as very severe hailstorms and occasional derechoes.",0
P002134,P002134_S002,"Tornadoes have occurred in every month of the year and a secondary smaller peak also occurs during autumn, especially October.",0
P002134,P002134_S003,"The Oklahoma City metropolitan area is one of the most tornado-prone major cities in the world, with about 150 tornadoes striking within the city limits since 1890.",0
P002134,P002134_S004,"Since the time weather records have been kept, Oklahoma City has been struck by thirteen violent tornadoes, eleven F/EF4s and two F/EF5.",0
P002134,P002134_S005,"On May 3, 1999 parts of southern Oklahoma City and nearby suburban communities suffered from one of the most powerful tornadoes on record, an F5 on the Fujita scale, with wind speeds estimated by radar at 318 mph (510 km/h).",1
P002134,P002134_S006,"On May 20, 2013, far southwest Oklahoma City, along with Newcastle and Moore, was hit again by a EF5 tornado; it was 0.5 to 1.3 miles (0.80 to 2.09 km) wide and killed 23 people.",0
P002134,P002134_S007,"Less than two weeks later, on May 31, another outbreak affected the Oklahoma City area, including an EF1 and an EF0 within the city and a tornado several miles west of the city that was 2.6 miles (4.2 km) in width, the widest tornado ever recorded.",0
P002135,P002135_S000,"With 19.48 inches of rainfall, May 2015 was by far Oklahoma City's record-wettest month since record keeping began in 1890.",1
P002135,P002135_S001,"Across Oklahoma and Texas generally, there was record flooding in the latter part of the month",1
P002136,P002136_S000,"As of the 2010 census, there were 579,999 people, 230,233 households, and 144,120 families residing in the city.",1
P002136,P002136_S001,The population density was 956.4 inhabitants per square mile (321.9/km²).,1
P002136,P002136_S002,"There were 256,930 housing units at an average density of 375.9 per square mile (145.1/km²).",1
P002137,P002137_S000,"There were 230,233 households, 29.4% of which had children under the age of 18 living with them, 43.4% were married couples living together, 13.9% had a female householder with no husband present, and 37.4% were non-families.",1
P002137,P002137_S001,One person households account for 30.5% of all households and 8.7% of all households had someone living alone who is 65 years of age or older.,1
P002137,P002137_S002,The average household size was 2.47 and the average family size was 3.11.,0
P002138,P002138_S000,"In the 2000 Census Oklahoma City's age composition was 25.5% under the age of 18, 10.7% from 18 to 24, 30.8% from 25 to 44, 21.5% from 45 to 64, and 11.5% who were 65 years of age or older.",1
P002138,P002138_S001,The median age was 34 years.,0
P002138,P002138_S002,For every 100 females there were 95.6 males.,0
P002138,P002138_S003,"For every 100 females age 18 and over, there were 92.7 males.",0
P002139,P002139_S000,Oklahoma City has experienced significant population increases since the late 1990s.,0
P002139,P002139_S001,"In May 2014, the U.S. Census announced Oklahoma City had an estimated population of 620,602 in 2014 and that it had grown 5.3 percent between April 2010 and June 2013.",1
P002139,P002139_S002,"Since the official Census in 2000, Oklahoma City had grown 21 percent (a 114,470 raw increase) according to the Bureau estimates.",1
P002139,P002139_S003,"The 2014 estimate of 620,602 is the largest population Oklahoma City has ever recorded.",0
P002139,P002139_S004,"It is the first city in the state to record a population greater than 600,000 residents and the largest municipal population of the Great Plains region (OK, KS, NE, SD, ND).",1
P002140,P002140_S000,Oklahoma City is the principal city of the eight-county Oklahoma City Metropolitan Statistical Area in Central Oklahoma and is the state's largest urbanized area.,1
P002140,P002140_S001,"Based on population rank, the metropolitan area was the 42nd largest in the nation as of 2012.",1
P002141,P002141_S000,"With regards to Mexican drug cartels, Oklahoma City has traditionally been the territory of the notorious Juárez Cartel, but the Sinaloa Cartel has been reported as trying to establish a foothold in Oklahoma City.",1
P002141,P002141_S001,"There are many rival gangs in Oklahoma City, one whose headquarters has been established in the city, the Southside Locos, traditionally known as Sureños.",1
P002142,P002142_S000,"Oklahoma City also has its share of very brutal crimes, particularly in the 1970s.",0
P002142,P002142_S001,"The worst of which occurred in 1978, when six employees of a Sirloin Stockade restaurant on the city's south side were murdered execution-style in the restaurant's freezer.",1
P002142,P002142_S002,"An intensive investigation followed, and the three individuals involved, who also killed three others in Purcell, Oklahoma, were identified.",0
P002142,P002142_S003,"One, Harold Stafford, died in a motorcycle accident in Tulsa not long after the restaurant murders.",0
P002142,P002142_S004,"Another, Verna Stafford, was sentenced to life without parole after being granted a new trial after she had previously been sentenced to death.",0
P002142,P002142_S005,"Roger Dale Stafford, considered the mastermind of the murder spree, was executed by lethal injection at the Oklahoma State Penitentiary in 1995.",1
P002143,P002143_S000,"The Oklahoma City Police Department, has a uniformed force of 1,169 officers and 300+ civilian employees.",1
P002143,P002143_S001,"The Department has a central police station and five substations covering 2,500 police reporting districts that average 1/4 square mile in size.",1
P002144,P002144_S000,"On April 19, 1995, the Alfred P. Murrah Federal Building was destroyed by a fertilizer bomb manufactured and detonated by Timothy McVeigh.",1
P002144,P002144_S001,The blast and catastrophic collapse killed 168 people and injured over 680.,0
P002144,P002144_S002,"The blast shockwave destroyed or damaged 324 buildings within a 340-meter radius, destroyed or burned 86 cars, and shattered glass in 258 nearby buildings, causing at least an estimated $652 million worth of damage.",1
P002144,P002144_S003,"The main suspect- Timothy McVeigh, was executed by lethal injection on June 11, 2001.",1
P002144,P002144_S004,"It was the deadliest single domestic terrorist attack in US history, prior to 9/11.",0
P002145,P002145_S000,"While not in Oklahoma City proper, other large employers within the MSA region include: Tinker Air Force Base (27,000); University of Oklahoma (11,900); University of Central Oklahoma (2,900); and Norman Regional Hospital (2,800).",1
P002146,P002146_S000,"According to the Oklahoma City Chamber of Commerce, the metropolitan area's economic output grew by 33 percent between 2001 and 2005 due chiefly to economic diversification.",1
P002146,P002146_S001,Its gross metropolitan product was $43.1 billion in 2005 and grew to $61.1 billion in 2009.,1
P002147,P002147_S000,"In 2008, Forbes magazine named Oklahoma City the most ""recession proof city in America"".",1
P002147,P002147_S001,"The magazine reported that the city had falling unemployment, one of the strongest housing markets in the country and solid growth in energy, agriculture and manufacturing.",0
P002147,P002147_S002,"However, during the early 1980s, Oklahoma City had one of the worst job and housing markets due to the bankruptcy of Penn Square Bank in 1982 and then the post-1985 crash in oil prices.",1
P002147,P002147_S003,[citation needed],0
P002148,P002148_S000,"Other theaters include Lyric Theatre, Jewel Box Theatre, Kirkpatrick Auditorium, the Poteet Theatre, the Oklahoma City Community College Bruce Owen Theater and the 488-seat Petree Recital Hall, at the Oklahoma City University campus.",1
P002148,P002148_S001,The university also opened the Wanda L Bass School of Music and auditorium in April 2006.,1
P002149,P002149_S000,"The Science Museum Oklahoma (formerly Kirkpatrick Science and Air Space Museum at Omniplex) houses exhibits on science, aviation, and an IMAX theater.",1
P002149,P002149_S001,The museum formerly housed the International Photography Hall of Fame (IPHF) that exhibits photographs and artifacts from a large collection of cameras and other artifacts preserving the history of photography.,1
P002149,P002149_S002,"IPHF honors those who have made significant contributions to the art and/or science of photography and relocated to St. Louis, Missouri in 2013.",0
P002150,P002150_S000,The Museum of Osteology houses more than 300 real animal skeletons.,1
P002150,P002150_S001,"Focusing on the form and function of the skeletal system, this 7,000 sq ft (650 m2) museum displays hundreds of skulls and skeletons from all corners of the world.",1
P002150,P002150_S002,"Exhibits include adaptation, locomotion, classification and diversity of the vertebrate kingdom.",0
P002150,P002150_S003,The Museum of Osteology is the only one of its kind in America.,1
P002151,P002151_S000,The National Cowboy & Western Heritage Museum has galleries of western art and is home to the Hall of Great Western Performers.,1
P002151,P002151_S001,"In contrast, the city will also be home to The American Indian Cultural Center and Museum that began construction in 2009 (although completion of the facility has been held up due to insufficient funding), on the south side of Interstate 40, southeast from Bricktown.",1
P002152,P002152_S000,"The Oklahoma City National Memorial in the northern part of Oklahoma City's downtown was created as the inscription on its eastern gate of the Memorial reads, ""to honor the victims, survivors, rescuers, and all who were changed forever on April 19, 1995""; the memorial was built on the land formerly occupied by the Alfred P. Murrah Federal Building complex prior to its 1995 bombing.",1
P002152,P002152_S001,"The outdoor Symbolic Memorial can be visited 24 hours a day for free, and the adjacent Memorial Museum, located in the former Journal Record building damaged by the bombing, can be entered for a small fee.",1
P002152,P002152_S002,"The site is also home to the National Memorial Institute for the Prevention of Terrorism, a non-partisan, nonprofit think tank devoted to the prevention of terrorism.",1
P002153,P002153_S000,The American Banjo Museum located in the Bricktown Entertainment district is dedicated to preserving and promoting the music and heritage of America's native musical instrument – the banjo.,1
P002153,P002153_S001,With a collection valued at $3.5 million it is truly a national treasure.,1
P002153,P002153_S002,"An interpretive exhibits tells the evolution of the banjo from its humble roots in American slavery, to bluegrass, to folk and world music.",1
P002154,P002154_S000,The Oklahoma History Center is the history museum of the state of Oklahoma.,1
P002154,P002154_S001,"Located across the street from the governor's mansion at 800 Nazih Zuhdi Drive in northeast Oklahoma City, the museum opened in 2005 and is operated by the Oklahoma Historical Society.",1
P002154,P002154_S002,It preserves the history of Oklahoma from the prehistoric to the present day.,1
P002155,P002155_S000,"Oklahoma City is home to several professional sports teams, including the Oklahoma City Thunder of the National Basketball Association.",1
P002155,P002155_S001,"The Thunder is the city's second ""permanent"" major professional sports franchise after the now-defunct AFL Oklahoma Wranglers and is the third major-league team to call the city home when considering the temporary hosting of the New Orleans/Oklahoma City Hornets for the 2005–06 and 2006–07 NBA seasons.",1
P002156,P002156_S000,"Other professional sports clubs in Oklahoma City include the Oklahoma City Dodgers, the Triple-A affiliate of the Los Angeles Dodgers, the Oklahoma City Energy FC of the United Soccer League, and the Crusaders of Oklahoma Rugby Football Club USA Rugby.",1
P002157,P002157_S000,"Chesapeake Energy Arena in downtown is the principal multipurpose arena in the city which hosts concerts, NHL exhibition games, and many of the city's pro sports teams.",1
P002157,P002157_S001,"In 2008, the Oklahoma City Thunder became the major tenant.",1
P002157,P002157_S002,"Located nearby in Bricktown, the Chickasaw Bricktown Ballpark is the home to the city's baseball team, the Dodgers.",1
P002157,P002157_S003,"""The Brick"", as it is locally known, is considered one of the finest minor league parks in the nation.",0
P002157,P002157_S004,[citation needed],0
P002158,P002158_S000,"Oklahoma City is the annual host of the Big 12 Baseball Tournament, the World Cup of Softball, and the annual NCAA Women's College World Series.",1
P002158,P002158_S001,The city has held the 2005 NCAA Men's Basketball First and Second round and hosted the Big 12 Men's and Women's Basketball Tournaments in 2007 and 2009.,1
P002158,P002158_S002,"The major universities in the area – University of Oklahoma, Oklahoma City University, and Oklahoma State University – often schedule major basketball games and other sporting events at Chesapeake Energy Arena and Chickasaw Bricktown Ballpark, although most home games are played at their campus stadiums.",1
P002159,P002159_S000,Other major sporting events include Thoroughbred and Quarter horse racing circuits at Remington Park and numerous horse shows and equine events that take place at the state fairgrounds each year.,1
P002159,P002159_S001,There are numerous golf courses and country clubs spread around the city.,1
P002160,P002160_S000,"The state of Oklahoma hosts a highly competitive high school football culture, with many teams in the Oklahoma City metropolitan area.",1
P002160,P002160_S001,The Oklahoma Secondary School Activities Association (OSSAA) organizes high school football into eight distinct classes based on the size of school enrollment.,1
P002160,P002160_S002,"Beginning with the largest, the classes are: 6A, 5A, 4A, 3A, 2A, A, B, and C. Class 6A is broken into two divisions.",0
P002160,P002160_S003,"Oklahoma City area schools in this division include: Edmond North, Mustang, Moore, Yukon, Edmond Memorial, Edmond Santa Fe, Norman North, Westmoore, Southmoore, Putnam City North, Norman, Putnam City, Putnam City West, U.S. Grant, Midwest City.",1
P002161,P002161_S000,"The Oklahoma City Thunder of the National Basketball Association (NBA) has called Oklahoma City home since the 2008–09 season, when owner Clayton Bennett relocated the franchise from Seattle, Washington.",1
P002161,P002161_S001,"The Thunder plays home games at the Chesapeake Energy Arena in downtown Oklahoma City, known affectionately in the national media as 'the Peake' and 'Loud City'.",1
P002161,P002161_S002,"The Thunder is known by several nicknames, including ""OKC Thunder"" and simply ""OKC"", and its mascot is Rumble the Bison.",1
P002162,P002162_S000,"After a lackluster arrival to Oklahoma City for the 2008–09 season, the Oklahoma City Thunder secured a berth (8th) in the 2010 NBA Playoffs the next year after boasting its first 50-win season, winning two games in the first round against the Los Angeles Lakers.",1
P002162,P002162_S001,"In 2012, Oklahoma City made it to the NBA Finals, but lost to the Miami Heat in five games.",1
P002162,P002162_S002,"In 2013 the Thunder reached the Western Conference semifinals without All-Star guard Russell Westbrook, who was injured in their first round series against the Houston Rockets, only to lose to the Memphis Grizzlies.",1
P002162,P002162_S003,In 2014 Oklahoma City again reached the NBA's Western Conference Finals but eventually lost to the San Antonio Spurs in six games.,0
P002163,P002163_S000,The Oklahoma City Thunder has been regarded by sports analysts as one of the elite franchises of the NBA's Western Conference and that of a media darling as the future of the league.,1
P002163,P002163_S001,Oklahoma City has earned Northwest Division titles every year since 2009 and has consistently improved its win record to 59-wins in 2014.,1
P002163,P002163_S002,"The Thunder is led by first year head coach Billy Donovan and is anchored by several NBA superstars, including perennial All-Star point guard Russell Westbrook, 2014 MVP and four-time NBA scoring champion Kevin Durant, and Defensive Player of the Year nominee and shot-blocker Serge Ibaka.",1
P002164,P002164_S000,"In the aftermath of Hurricane Katrina, the NBA's New Orleans Hornets (now the New Orleans Pelicans) temporarily relocated to the Ford Center, playing the majority of its home games there during the 2005–06 and 2006–07 seasons.",1
P002164,P002164_S001,The team became the first NBA franchise to play regular-season games in the state of Oklahoma.,0
P002164,P002164_S002,[citation needed] The team was known as the New Orleans/Oklahoma City Hornets while playing in Oklahoma City.,1
P002164,P002164_S003,The team ultimately returned to New Orleans full-time for the 2007–08 season.,0
P002164,P002164_S004,"The Hornets played their final home game in Oklahoma City during the exhibition season on October 9, 2007 against the Houston Rockets.",1
P002165,P002165_S000,"One of the more prominent landmarks downtown is the Crystal Bridge at the Myriad Botanical Gardens, a large downtown urban park.",1
P002165,P002165_S001,"Designed by I. M. Pei, the Crystal Bridge is a tropical conservatory in the area.",1
P002165,P002165_S002,"The park has an amphitheater, known as the Water Stage.",0
P002165,P002165_S003,"In 2007, following a renovation of the stage, Oklahoma Shakespeare in the Park relocated to the Myriad Gardens.",1
P002165,P002165_S004,The Myriad Gardens will undergo a massive renovation in conjunction with the recently built Devon Tower directly north of it.,0
P002166,P002166_S000,"The Oklahoma City Zoo and Botanical Garden is home to numerous natural habitats, WPA era architecture and landscaping, and hosts major touring concerts during the summer at its amphitheater.",1
P002166,P002166_S001,"Oklahoma City also has two amusement parks, Frontier City theme park and White Water Bay water park.",1
P002166,P002166_S002,Frontier City is an 'Old West'-themed amusement park.,0
P002166,P002166_S003,"The park also features a recreation of a western gunfight at the 'OK Corral' and many shops that line the ""Western"" town's main street.",0
P002166,P002166_S004,Frontier City also hosts a national concert circuit at its amphitheater during the summer.,0
P002166,P002166_S005,"Oklahoma City also has a combination racetrack and casino open year-round, Remington Park, which hosts both Quarter horse (March – June) and Thoroughbred (August – December) seasons.",0
P002167,P002167_S000,Walking trails line Lake Hefner and Lake Overholser in the northwest part of the city and downtown at the canal and the Oklahoma River.,1
